ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
TUR-1,Istanbul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,33143.7410442696
TUR-1,Istanbul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,32600.1217907794
ARE-1,Dubai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,13945.3616013801
ARE-1,Dubai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,14453.7201179904
GBR-1,London,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,14782.6510080189
GBR-1,London,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,15335.2866034082
USA-5,Los Angeles,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,8536.3261681541
USA-5,Los Angeles,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,8592.66721011428
USA-7,New York,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,26776.3213323433
USA-7,New York,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,26840.6081364175
AUS-3,Melbourne,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,79.04
AUS-5,Sydney,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,85.98
BGD-7,Dhaka,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,36.95
CHN-6,Beijing,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,51.02
CHN-13,Chengdu,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,37.25
CHN-23,Guangzhou,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,44.46
CHN-63,Shanghai,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,55.12
CHN-64,Shenzhen,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,53.63
HKG-1,Hong Kong,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,76.51
IND-13,Bengaluru,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,26.65
IND-21,Chennai,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,25.92
IND-24,Delhi [New Delhi],SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,28.43
IND-52,Kolkata,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,26.01
IND-67,Mumbai,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,29.35
IDN-11,Jakarta,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,47.62
IRN-12,Tehran,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,40.18
JPN-16,Tokyo,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,99.81
MYS-5,Kuala Lumpur,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,43.93
NZL-1,Auckland,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,82.23
PAK-7,Lahore,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,32.08
PHL-7,Metro Manila,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,40.94
KOR-8,Seoul,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,84.51
RUS-9,Moscow,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,41.76
RUS-14,Saint Petersburg,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,38.31
SGP-1,Singapore,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,84.93
TWN-2,Kaohsiung,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,51.95
THA-1,Bangkok,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,50.39
VNM-4,Hanoi,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,41.73
VNM-5,Ho Chi Minh City,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,41.57
ARG-1,Buenos Aires,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,56.92
BRA-3,São Paulo,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,54.65
CAN-1,Toronto,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,69.35
COL-1,Bogota,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,36.87
EGY-2,Cairo,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,36.08
FRA-1,Paris,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,83.82
DEU-1,Berlin,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,65.81
ITA-1,Milan,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,77.67
MEX-2,Mexico City,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,36.39
NLD-1,Amsterdam,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,80.65
NGA-1,Lagos,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,36.5
PRT-1,Lisbon,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,51.59
SAU-1,Riyadh,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,47.54
ZAF-1,Johannesburg,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,43.27
ESP-2,Madrid,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,62.02
TUR-1,Istanbul,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,49
ARE-1,Dubai,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,69.1
GBR-1,London,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,83.27
USA-5,Los Angeles,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,78.72
USA-7,New York,SEC-UDB-007,Cost of Living Index,Oke et.al. (2019) (Numbeo),Index,Series,2016,100
AFG-2,Kabul,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,48.86812791951132
AUS-3,Melbourne,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,611.5948184327883
AUS-5,Sydney,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,453.6807278742763
BGD-7,Dhaka,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,32.35078917110902
CHN-6,Beijing,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,226.8707302865011
CHN-13,Chengdu,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,128.8625466169419
CHN-14,Chongqing,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,124.8715719592192
CHN-23,Guangzhou,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,167.5209262878425
CHN-63,Shanghai,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,180.226270692954
CHN-64,Shenzhen,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,101.6987287658904
CHN-78,Xiamen,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,136.1126975061869
HKG-1,Hong Kong,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,44.8361162646877
IND-13,Bengaluru,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,114.2426427213738
IND-20,Chandigarh,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,119.4649446494465
IND-21,Chennai,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,105.8772687986171
IND-24,Delhi [New Delhi],UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,75.1522924014107
IND-52,Kolkata,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,62.16949464293926
IND-67,Mumbai,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,41.52606296399222
IDN-11,Jakarta,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,100.209122251738
IRN-12,Tehran,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,127.335226423554
JPN-1,Fukuoka,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,213.2601351351351
JPN-11,Osaka [Kyoto],UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,202.4671493698042
JPN-12,Sapporo,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,254.6125461254613
JPN-16,Tokyo,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,232.2350138944025
KAZ-1,Almaty,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,217.0004086636698
MYS-5,Kuala Lumpur,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,230.4250559284116
MMR-2,Yangon,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,103.6414565826331
NZL-1,Auckland,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,351.9843851659076
PAK-7,Lahore,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,69.97926540284361
PHL-7,Metro Manila,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,79.11077993045207
KOR-1,Busan,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,155.0871714806141
KOR-8,Seoul,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,119.2249730893434
RUS-9,Moscow,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,371.5740015661707
RUS-14,Saint Petersburg,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,262.6086956521739
SGP-1,Singapore,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,88.25514681066487
LKA-1,Colombo,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,197.9048697621744
TWN-2,Kaohsiung,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,160.2728047740835
TWN-3,New Taipei [Taipei],UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,112.813082177603
THA-1,Bangkok,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,169.402668926075
VNM-4,Hanoi,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,197.5153325994653
VNM-5,Ho Chi Minh City,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,144.7869992643617
ARG-1,Buenos Aires,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,218.249936499873
BRA-3,São Paulo,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,169.8315181978963
CAN-1,Toronto,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,342.8404270879041
COL-1,Bogota,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,54.81857198595396
EGY-2,Cairo,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,118.8764936725605
FRA-1,Paris,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,256.9319409434642
DEU-1,Berlin,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,319.1787214185721
IRQ-1,Baghdad,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,104.7705314009662
ITA-1,Milan,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,406.6898190458783
MEX-2,Mexico City,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,115.4987445788633
NLD-1,Amsterdam,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,280.5299539170507
NGA-1,Lagos,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,177.7854195323246
PRT-1,Lisbon,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,335.8050847457627
SAU-1,Riyadh,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,201.3479359730413
ZAF-1,Johannesburg,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,259.7903671789596
ESP-2,Madrid,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,200.7943512797882
TUR-1,Istanbul,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,101.8627518869884
ARE-1,Dubai,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,304.752275025278
GBR-1,London,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,160.8812366935111
USA-5,Los Angeles,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,443.8313979598383
USA-7,New York,UFS-UDB-003,Built-up areas per capita,(2) Calculated (using Demographia),sqm per capita,Series,2023,530.1925593568891
AFG-2,Kabul,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,26.51031984380694
AUS-5,Sydney,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,204.6093312571027
BGD-4,Chattogram,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,24.27116285437749
BGD-7,Dhaka,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,17.36500377153865
CHN-6,Beijing,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,117.62975093885
CHN-13,Chengdu,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,101.5804152505069
CHN-23,Guangzhou,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,98.99452607910303
CHN-63,Shanghai,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,53.99248711588857
CHN-64,Shenzhen,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,79.32370531890551
HKG-1,Hong Kong,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,11.95617067715429
IND-13,Bengaluru,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,47.63719049977717
IND-20,Chandigarh,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,65.86342478373513
IND-24,Delhi [New Delhi],UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,42.45672742501288
IND-52,Kolkata,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,18.89986214753393
IND-67,Mumbai,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,15.83394978794884
IRN-12,Tehran,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,58.58255708641909
JPN-1,Fukuoka,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,102.9481219064466
JPN-11,Osaka [Kyoto],UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,72.30005155122942
JPN-12,Sapporo,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,118.4538708754667
KAZ-1,Almaty,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,139.36933904465
MYS-5,Kuala Lumpur,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,80.88050216817823
NZL-1,Auckland,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,212.2762983312433
PAK-7,Lahore,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,35.19853174442078
PHL-7,Metro Manila,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,52.30953912611921
KOR-1,Busan,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,36.87389865406944
KOR-8,Seoul,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,81.75892115117686
RUS-9,Moscow,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,54.48203342849695
SGP-1,Singapore,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,32.56810970343673
LKA-1,Colombo,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,136.5436716912399
THA-1,Bangkok,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,94.96274735902523
VNM-4,Hanoi,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,76.50383956178142
VNM-5,Ho Chi Minh City,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,49.37680705081886
ARG-1,Buenos Aires,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,113.5822038317332
COL-1,Bogota,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2018,38.64262439108661
COL-1,Bogota,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2023,35.93941509584168
EGY-2,Cairo,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,50.62455584581036
IRQ-1,Baghdad,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,64.47760101015866
ITA-1,Milan,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,108.7312367101631
NLD-1,Amsterdam,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,114.7424002412649
NGA-1,Lagos,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2018,633.0070297615136
PRT-1,Lisbon,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2018,137.0805567603801
ZAF-1,Johannesburg,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,148.1611144660201
ESP-2,Madrid,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,76.55725532572797
TUR-1,Istanbul,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,50.9155544788431
ARE-1,Dubai,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,117.3117692022678
GBR-1,London,UFS-UDB-003,Built-up areas per capita,(3) UN-Habitat,sqm per capita,Series,2020,88.78818714688283
BGD-7,Dhaka,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Document [1],-,SUTI Report
BGD-7,Dhaka,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Source [1],-,"RAJUK, 2015"
BGD-7,Dhaka,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/files/SUTI%20Mobility%20Assessment%20Report%20-%20Dhaka.pdf
IND-13,Bengaluru,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Document [1],-,CMP
IND-13,Bengaluru,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Source [1],-,Revised Master Plan for Bangalore - 2031 (Draft): Volume-3
IND-13,Bengaluru,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Link [1],-,https://kannada.bmrc.co.in/FileUploads/2e1d9d_CareerFiles.pdf
IND-13,Bengaluru,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Document [2],-,Bangalore Mobility Indicators 2010-11
IND-13,Bengaluru,UFS-UDB-014,Transport landuse %,Non-aggregated sources,None,Link [2],-,https://dult.karnataka.gov.in/uploads/media_to_upload1632382241.pdf
