ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
IND-24,Delhi [New Delhi],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Economic Survey of Delhi
IND-24,Delhi [New Delhi],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,"Planning Department
Government of NCT of Delhi"
IND-24,Delhi [New Delhi],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,http://delhiplanning.nic.in/content/economic-survey
IND-67,Mumbai,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,CMP
IND-67,Mumbai,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://portal.mcgm.gov.in/irj/go/km/docs/documents/MCGM%20Department%20List/Roads%20and%20Traffic/Docs/CMP%20for%20Greater%20Mumbai/Executive%20Summary/Executive%20Summary.pdf
IDN-11,Jakarta,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2020,664.01
IDN-11,Jakarta,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Sustainability Assessment of Urban Transport System in Greater Jakarta, p.9"
IDN-11,Jakarta,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,UN ESCAP
IDN-11,Jakarta,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/d8files/knowledge-products/SUTI_Urban_Mobility_Assessment%20_Greater_Jakarta2021.pdf
IRN-12,Tehran,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2016,750
IRN-12,Tehran,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2017,750
IRN-12,Tehran,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,ASSESSMENT OF URBAN TRANSPORT SYSTEM IN TEHRAN
IRN-12,Tehran,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/files/Tehran.pdf
JPN-16,Tokyo,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Online Web
JPN-16,Tokyo,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,Tokyo Metropolitan Government
JPN-16,Tokyo,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.metro.tokyo.lg.jp/ENGLISH/ABOUT/APPENDIX/appendix02.htm
KAZ-1,Almaty,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2021,683
KAZ-1,Almaty,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Smart Urban Transportation System in Almaty City, Kazakhstan: A Case Study"
KAZ-1,Almaty,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://iglus.org/wp-content/uploads/2021/08/IGLUS-Quarterly-Vol-7-Issue-2-16.08.2021.pdf
MYS-5,Kuala Lumpur,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2018,243
MYS-5,Kuala Lumpur,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Kuala Lumpur City Profile
MYS-5,Kuala Lumpur,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,UN ESCAP
MYS-5,Kuala Lumpur,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/d8files/Closing%20the%20Loop%20-%20Kuala%20Lumpur%20City%20Profile.pdf
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Remarks [1],-,Greater Yangon
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Project for Comprehensive Urban Transport Plan of the Greater Yangon, p.1"
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,JICA
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://openjicareport.jica.go.jp/pdf/12182754.pdf
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[2],2020,971
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [2],-,"Sustainable Urban Transport Index for Yangon City, Myanmar, p.1"
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [2],-,UN ESCAP
MMR-2,Yangon,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [2],-,https://www.unescap.org/sites/default/files/SUTI%20Final%20Report%20Submission_ED.pdf
NZL-1,Auckland,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2018,1086
NZL-1,Auckland,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Online Web
NZL-1,Auckland,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,Wikipedia
NZL-1,Auckland,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://en.wikipedia.org/wiki/Auckland
PHL-7,Metro Manila,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2021,620
PHL-7,Metro Manila,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Data Collection Survey on Improving Road-based Public Transport System in Metro Manila, p.S-2"
PHL-7,Metro Manila,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,JICA
PHL-7,Metro Manila,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://libopac.jica.go.jp/images/report/12369815.pdf
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2016,606.114295
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2017,605.597491
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2018,605.569314
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2019,605.51263
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2020,605.680193
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Statistical Database
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://kosis.kr/eng/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ETITLE&parmTabId=M_01_01#content-group
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [2],-,Seoul Urban Planning
KOR-8,Seoul,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [2],-,https://www.metropolis.org/sites/default/files/seoul_urban_planningenglish.pdf
LKA-1,Colombo,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Urban Transport System Development Project for Colombo Metropolitan Region and Suburbs
LKA-1,Colombo,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://openjicareport.jica.go.jp/pdf/12176665.pdf
TWN-3,New Taipei [Taipei],SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2017,2052.57
TWN-3,New Taipei [Taipei],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,Regional Plan of New Taipei City
TWN-3,New Taipei [Taipei],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,New Taipei City
TWN-3,New Taipei [Taipei],SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.planning.ntpc.gov.tw/userfiles/1090800/files/The%20Regional%20Plan%20of%20New%20Taipei%20City.pdf
THA-1,Bangkok,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2021,1568.73
THA-1,Bangkok,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Sustainable Urban Transport Index for Bangkok and Impacts of COVID-19 on Mobility, p.1"
THA-1,Bangkok,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,UN ESCAP
THA-1,Bangkok,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/d8files/knowledge-products/SUTI_and_COVID-19_Impact_Bangkok_0.pdf
VNM-4,Hanoi,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,"Project for Studying the Implementation of Integrated UMRT and Urban Development for Hanoi in Vietnam, p.2-1"
VNM-4,Hanoi,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,JICA
VNM-4,Hanoi,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://libopac.jica.go.jp/images/report/12248811_01.pdf
VNM-5,Ho Chi Minh City,SEC-UDB-002,Area,(N) Non-aggregated sources,sqkm,[1],2017,2095.6
VNM-5,Ho Chi Minh City,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Document [1],-,SUTI Mobility Assessment Report
VNM-5,Ho Chi Minh City,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Source [1],-,UN ESCAP
VNM-5,Ho Chi Minh City,SEC-UDB-002,Area,(N) Non-aggregated sources,None,Link [1],-,https://www.unescap.org/sites/default/d8files/knowledge-products/SUTI%20%20Mobility%20Assessment%20Report%20%20-%20Ho%20Chi%20Minh%20City.pdf
AUS-3,Melbourne,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,1555.249705072749
AUS-5,Sydney,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,1998.036327933235
CHN-6,Beijing,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,5179.070358140716
CHN-13,Chengdu,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,6342.042755344418
CHN-14,Chongqing,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,7662.203913491247
CHN-63,Shanghai,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,5839.124839124839
CHN-64,Shenzhen,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,7002.288329519451
CHN-78,Xiamen,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,8087.478559176672
IND-21,Chennai,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,10283.2131822863
IRN-12,Tehran,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,8376.225490196079
JPN-1,Fukuoka,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,4748.653500897666
JPN-11,Osaka [Kyoto],SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,5287.982565379825
JPN-12,Sapporo,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,4108.061749571183
JPN-16,Tokyo,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,4416.754416754417
MYS-5,Kuala Lumpur,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,3467.514124293785
NZL-1,Auckland,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2518.382352941177
KOR-8,Seoul,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,9102.316602316603
THA-1,Bangkok,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,5913.127413127413
VNM-5,Ho Chi Minh City,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,6483.268983268983
ARG-1,Buenos Aires,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,5326.370757180157
BRA-3,São Paulo,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,7611.747321758404
CAN-1,Toronto,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2864.013992129427
COL-1,Bogota,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,16939.50177935943
EGY-2,Cairo,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,9034.639409426461
FRA-1,Paris,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,3820.738137082601
ITA-1,Milan,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2786.885245901639
NLD-1,Amsterdam,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,3237.623762376238
NGA-1,Lagos,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,9003.508771929824
PRT-1,Lisbon,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2802.713987473904
SAU-1,Riyadh,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,3525.331724969843
ZAF-1,Johannesburg,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,3341.698841698842
TUR-1,Istanbul,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,9941.176470588236
ARE-1,Dubai,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2416.777629826897
USA-5,Los Angeles,SEC-UDB-003,Population Density,(2) Calculated (using Oke et.al. (2019) (Demographia)),people/sqkm,Series,2017,2402.762343229084
AFG-2,Kabul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,33410.161978055
AFG-2,Kabul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,38426.9475322846
AUS-3,Melbourne,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,6257.01894221279
AUS-3,Melbourne,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,7254.90729349544
AUS-5,Sydney,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,8819.83124619074
AUS-5,Sydney,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,9573.83185714122
BGD-4,Chattogram,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,46848.9255216041
BGD-4,Chattogram,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,49686.7640879751
BGD-7,Dhaka,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,75971.1881039307
BGD-7,Dhaka,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,86829.6376031171
CHN-6,Beijing,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,33611.720048026
CHN-6,Beijing,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,34323.3937279809
CHN-13,Chengdu,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,35659.1740327572
CHN-13,Chengdu,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,32633.6681289034
CHN-14,Chongqing,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,59733.6960887686
CHN-14,Chongqing,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,65758.7521673975
CHN-63,Shanghai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,44861.180446997
CHN-63,Shanghai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,48610.7218123625
CHN-64,Shenzhen,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,40033.3199589893
CHN-64,Shenzhen,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,41960.732782768
CHN-78,Xiamen,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,74682.6102230272
CHN-78,Xiamen,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,68520.702711927
HKG-1,Hong Kong,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,135445.057426509
HKG-1,Hong Kong,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,133950.859256697
IND-13,Bengaluru,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,55529.3032947815
IND-13,Bengaluru,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,61185.5775661608
IND-20,Chandigarh,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,17080.8247496234
IND-20,Chandigarh,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,17400.1576831805
IND-21,Chennai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,29648.0794718706
IND-21,Chennai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,30613.4021459863
IND-24,Delhi [New Delhi],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,38684.7559967472
IND-24,Delhi [New Delhi],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,40629.7976755424
IND-52,Kolkata,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,59570.4934893972
IND-52,Kolkata,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,62048.4158051884
IND-67,Mumbai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,81286.1765593902
IND-67,Mumbai,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,84969.0325214434
IDN-11,Jakarta,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,18529.7856207403
IDN-11,Jakarta,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,19315.4807027923
IRN-12,Tehran,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,23095.1393512406
IRN-12,Tehran,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,23915.1178159767
JPN-1,Fukuoka,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,9030.31356769845
JPN-1,Fukuoka,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,8880.8632293927
JPN-11,Osaka [Kyoto],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,10952.7024049227
JPN-11,Osaka [Kyoto],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,10510.5618276483
JPN-12,Sapporo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,9381.00350024321
JPN-12,Sapporo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,9122.22782239134
JPN-16,Tokyo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,12503.857624721
JPN-16,Tokyo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,12472.5712159118
KAZ-1,Almaty,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,12584.7544473724
KAZ-1,Almaty,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,13445.7871671348
MYS-5,Kuala Lumpur,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,13820.585110539
MYS-5,Kuala Lumpur,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,14647.5533575425
MMR-2,Yangon,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,26979.3902258739
MMR-2,Yangon,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,28700.4250728161
NZL-1,Auckland,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,6464.29389096306
NZL-1,Auckland,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,6813.68626635641
PAK-7,Lahore,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,31925.7708014634
PAK-7,Lahore,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,33192.544669974
PHL-7,Metro Manila,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,59542.3621948711
PHL-7,Metro Manila,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,62245.8512843493
KOR-1,Busan,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,26444.3146672648
KOR-1,Busan,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,25899.8595226253
KOR-8,Seoul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,29013.9751720575
KOR-8,Seoul,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,28709.6690147717
RUS-9,Moscow,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,25858.0304050189
RUS-9,Moscow,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,26075.3354262468
RUS-14,Saint Petersburg,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,23630.2486811188
RUS-14,Saint Petersburg,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,23982.2186306572
SGP-1,Singapore,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,47427.0382725264
SGP-1,Singapore,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,57507.030934957
LKA-1,Colombo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,11815.7836308064
LKA-1,Colombo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,11989.2243929927
TWN-2,Kaohsiung,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,18267.6000249541
TWN-2,Kaohsiung,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,18673.7162391245
TWN-3,New Taipei [Taipei],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,33413.4782764136
TWN-3,New Taipei [Taipei],SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,34286.2305651769
THA-1,Bangkok,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,15470.9087232704
THA-1,Bangkok,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,16655.6405062366
VNM-4,Hanoi,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,23527.8429309767
VNM-4,Hanoi,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,22774.6920122804
VNM-5,Ho Chi Minh City,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,31382.7466529636
VNM-5,Ho Chi Minh City,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,34842.2340439268
ARG-1,Buenos Aires,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,11627.3712603811
ARG-1,Buenos Aires,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,11587.8713209826
BRA-3,São Paulo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,26288.5472886707
BRA-3,São Paulo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,26363.182858554
CAN-1,Toronto,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,15027.5239606938
CAN-1,Toronto,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,15428.7785449638
COL-1,Bogota,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,35761.511123655
COL-1,Bogota,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,36734.8817859352
EGY-2,Cairo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,58319.8752084697
EGY-2,Cairo,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,61687.0376377309
FRA-1,Paris,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,17262.0405812594
FRA-1,Paris,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,17524.0759367374
DEU-1,Berlin,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,9982.18969366594
DEU-1,Berlin,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,10034.5743907361
IRQ-1,Baghdad,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,16496.0640405446
IRQ-1,Baghdad,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,17793.7254750161
ITA-1,Milan,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,16189.8485834696
ITA-1,Milan,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,16133.3944381367
MEX-2,Mexico City,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,17712.8690878802
MEX-2,Mexico City,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,17697.368104137
NLD-1,Amsterdam,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,10482.6173453106
NLD-1,Amsterdam,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,10768.522478606
NGA-1,Lagos,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,27772.6235660084
NGA-1,Lagos,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,29698.8819379072
PRT-1,Lisbon,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,22591.5921414192
PRT-1,Lisbon,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,23103.5024918412
SAU-1,Riyadh,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,12204.3791188163
SAU-1,Riyadh,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,12839.730868953
ZAF-1,Johannesburg,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,21193.6580832164
ZAF-1,Johannesburg,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,22904.2952030709
ESP-2,Madrid,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2020,22984.9788307505
ESP-2,Madrid,SEC-UDB-003,Population Density,(3) ITDP Atlas,people/sqkm,Series,2024,23497.8736964095
